mcSEED_subsystem	name	alt_names	functional_role_description	dupl_subsystem		functional_role_type	database_classification	additional_classification	function_description	regulon	example_mcSEED_id	example_locus_tag	evidence	evidence_info	reference
O-glycan utilization	BbhIV	NA	Extracellular beta-1,6-N-acetylglucosaminidase (GH84)	no	Muc	CAZyme	GH84;CBM32	extracellular	Releases terminal beta-1,6-linked GlcNAc residues from core 2 and core 4 structure mucin O-glycans	NagR	fig|702459.3.peg.1567	BBPR_1514	characterized_bifido	Biochemically characterized (Bifidobacterium bifidum JCM1254). Knockout of the gene decreases the growth of Bifidobacterium bifidum JCM 1254 on mucin. Gene in Bifidobacterium bifidum JCM 1254 is upregulated during growth on mucin	37146969
O-glycan utilization	BbhV	NA	Extracellular beta-N-acetylglucosaminidase (GH84)	no	Muc	CAZyme	GH84;CBM32	extracellular	Releases terminal beta-1,6-linked GlcNAc residues from core 2 and core 4 structure mucin O-glycans	NA	fig|702459.3.peg.1691	BBPR_1635	characterized_bifido	Biochemically characterized (Bifidobacterium bifidum JCM1254)	37146969
O-glycan utilization	LnbB	NA	Extracellular lacto-N-biosidase (GH20)	yes	Muc	CAZyme	GH20;CBM32	extracellular	(i) cleaves the -GlcNAc(b1-3)Gal- glycosidic bond in LNT, releasing lacto-N-biose and lactose; also active toward LNH; (ii) releases galacto-N-biose from Gb5 and GA1 oligosaccharides	NagR	fig|702459.3.peg.1489	BBPR_1438	characterized_bifido	Biochemically characterized (Bifidobacterium bifidum JCM1254)	18469123;23843461;25839135
O-glycan utilization	LnbX	NA	Extracellular lacto-N-biosidase (GH136)	yes	Muc	CAZyme	GH136	extracellular	(i) cleaves the -GlcNAc(b1-3)Gal- glycosidic bond in LNT, releasing lacto-N-biose and lactose; also active toward LNFP I, LNH, and LST a; (ii) releases galacto-N-biose from Gb5 pentasaccharide and globo H hexasaccharide	NagR	fig|565042.3.peg.1561	BLLJ_1505	characterized_bifido	Biochemically characterized (Bifidobacterium longum subsp. longum JCM1217). Knockout of the gene abolishes the growth of Bifidobacterium longum subsp. longum JCM1217 on LNT	23843461;25839135;28392148
O-glycan utilization	NagBb	NA	Alpha-N-acetylgalactosaminidase (GH129)	no	Muc	CAZyme	GH129	intracellular	Releases terminal GalNAc residues from GalNAca1-O-Ser (Tn antigen). Not active toward Neu5Aca2–6GalNAca1-O-Ser (sialyl Tn antigen) and GalNAca1–3(Fuca1–2)Gal (blood group A trisaccharide)	NA	fig|702459.3.peg.1755	BBPR_1698	characterized_bifido	Biochemically characterized (Bifidobacterium bifidum JCM1254)	22090027
O-glycan utilization	EngBF	NA	Extracellular endo-alpha-N-acetylgalactosaminidase (GH101)	no	Tan;Muc	CAZyme	GH101;CBM32	extracellular	Releases galacto-N-biose from the core 1 structure (T-antigen) mucin O-glycans	NagR	fig|565042.3.peg.174	BLLJ_0168	characterized_bifido	Biochemically characterized (Bifidobacterium longum subsp. longum JCM1217). Gene in Bifidobacterium bifidum L22 is upregulated during growth on mucin	16141207;18559962;18223105
O-glycan utilization	BbAfcA	AfcA	Extracellular alpha-1,2-L-fucosidase (GH95)	yes	Muc	CAZyme	GH95	extracellular	Releases terminal alpha-1,2-linked fucopyranosyl (L-Fucp) residues from 2'FL and LNFP I	NA	fig|702459.3.peg.202	BBPR_0193	characterized_bifido	Biochemically characterized (Bifidobacterium bifidum JCM1254). Gene in Bifidobacterium bifidum L22 is upregulated during growth on mucin	15262925;18223105
O-glycan utilization	BbAfcB	AfcB	Extracellular alpha-1,3/4-L-fucosidase (GH29)	yes	Muc	CAZyme	GH29_B;CBM32	extracellular	Releases terminal alpha-1,3/4-linked fucopyranosyl (L-Fucp) residues from 3FL, LNFP II, LNFP III, Lewis a/x trisaccharides, Lewis y tetrasachharide 	NA	fig|702459.3.peg.1407	BBPR_1360	characterized_bifido	Biochemically characterized (Bifidobacterium bifidum JCM1254)	19520709
O-glycan utilization	SiaBb1	NA	Extracellular alpha-2,3/6/8-sialidase with acetylesterase (GH33)	yes	Muc	CAZyme	GH33	extracellular	Releases terminal alpha-2,3/6-linked N-acetylneuraminic acid/Neu5,9Ac2 residues from HMOs and mucin O-glycans. The second domain acts as sialate-O-acetylesterase acting on Neu5,9Ac2	NA	fig|702459.3.peg.1852	BBPR_1793	characterized_bifido	Biochemically characterized (Bifidobacterium bifidum JCM1254)	30027820
O-glycan utilization	SiaBb2	NA	Extracellular alpha-2,3/6/8-sialidase (GH33)	yes	Muc	CAZyme	GH33	extracellular	Releases terminal alpha-2,3/6/8-linked N-acetylneuraminic acid/Neu5,9Ac2 residues from 3'SL, 6'SL (low activity), DSLNT, ganglioside GD1a, colominic acid (low activity), N- and O-glycans	NA	fig|702459.3.peg.1853	BBPR_1794	characterized_bifido	Biochemically characterized (Bifidobacterium bifidum JCM1254). Knockout of the gene decreases the growth of Bifidobacterium bifidum ATCC 15696 on 6’SL and acidic porcine mucin oligosaccharide mixture	21036948;29787815;30027820
O-glycan utilization	BgnB	NA	Putative extracellular beta-N-acetylgalactosaminidase (GH123)	no	Muc	CAZyme	GH123	extracellular	Predicted to release terminal beta-N-acetylgalactosamine residues	NA	fig|702459.3.peg.1650	BBPR_1596	predicted_previously	Function was suggested previously in the literature. Gene in Bifidobacterium bifidum is upregulated during growth on mucin	28814130
Maltose and starch utilization	Agl13B	AglB	Alpha-1,4/6-glucosidase (GH13_30)	no	Mal	CAZyme	GH13_30	intracellular	Preferentially releases terminal alpha-1,4/6-linked glucopyranosyl (D-Glcp) residues from maltose and isomaltose, respectively. Exhibits weaker activity on sucrose, melezitose, maltitol, and maltotriose. Not active on isomaltotriose	MalR5	fig|367928.6.peg.484	BAD_0452	characterized_bifido	Biochemically characterized (Bifidobacterium adolescentis DSM20083). Gene in Bifidobacterium dentium Bd1 is upregulated during growth on maltose	12658515;20041198
Maltose and starch utilization	MalT	NA	Putative maltose MFS permease (TC 2.A.1.2)	no	Mal	transporter	TC 2.A.1.2	MFS Superfamily; Drug:H+ Antiporter-1 (12 Spanner) (DHA1) Family	Predicted to transport maltose	MalR5	fig|401473.3.peg.598	BDP_0625	predicted_previously	Function was suggested previously in the literature. Gene in Bifidobacterium dentium Bd1 is upregulated during growth on maltose	20041198
Maltose and starch utilization	MalE2	NA	Putative maltose ABC transporter substrate-binding component (TC 3.A.1.1)	no	Mal	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport maltose	MalR5	fig|1682.76.peg.1568	ACEWFX_03985	predicted_new	NA	NA
Maltose and starch utilization	MalF2	NA	Putative maltose ABC transporter permease component 1 (TC 3.A.1.1)	no	Mal	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport maltose	MalR5	fig|1682.76.peg.1570	ACEWFX_03995	predicted_new	NA	NA
Maltose and starch utilization	MalG2	NA	Putative maltose ABC transporter permease component 2 (TC 3.A.1.1)	no	Mal	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport maltose	MalR5	fig|1682.76.peg.1569	ACEWFX_03990	predicted_new	NA	NA
Maltose and starch utilization	MalR5	NA	Putative transcriptional regulator of maltose utilization MalR5 (LacI family)	no	Mal	regulator	LacI	NA	Predicted to regulate the expression of agl13B, malE2, malT	MalR5	fig|367928.6.peg.483	BAD_0451	predicted_previously	Function was suggested previously in the literature	26903998
Maltose and starch utilization	Agl13A	Agl3	Broad specificity alpha-glucosidase (GH13_30)	no	Mal;MOS;ST;RST;PUL	CAZyme	GH13_30	intracellular	Releases terminal alpha-1,2/3/4/6-linked glucopyranosyl (D-Glcp) residues from sucrose/kojibiose, turanose, maltose/maltotriose/maltotetraose, and palatinose, respectively. Not active toward trehalose and maltooligosaccharides with large DP (maltohexaose, maltoheptaose, and maltooctaose )	MalR6	fig|326426.4.peg.123	Bbr_0111	characterized_bifido	Biochemically characterized (Bifidobacterium breve UCC2003)	26967000
Maltose and starch utilization	MalR6	NA	Putative transcriptional regulator of maltooligosaccharide utilization MalR6 (LacI family)	no	Mal;MOS;ST;RST;PUL	regulator	LacI	NA	Predicted to regulate the expression of agl13A	MalR6	fig|326426.4.peg.124	Bbr_0112	predicted_new	NA	NA
Maltose and starch utilization	MalE	NA	Maltose and maltooligosaccharide ABC transporter substrate-binding component (TC 3.A.1.1)	no	Mal;MOS;ST;RST;PUL	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Binds maltose in vitro. Predicted to transport maltooligosaccharides	MalR1	fig|391904.5.peg.2457	Blon_2444	characterized_bifido	Biochemically characterized (Bifidobacterium longum subsp. infantis ATCC 15697). Gene in Bifidobacterium animalis subsp. lactis Bl-04 is upregulated during growth on maltose and maltotriose	21423604;23663691
Maltose and starch utilization	MalF	NA	Maltose and maltooligosaccharide ABC transporter permease component 1 (TC 3.A.1.1)	no	Mal;MOS;ST;RST;PUL	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Transports maltose and maltooligosaccharides	MalR1	fig|391904.5.peg.2455	Blon_2442	characterized_bifido	Gene in Bifidobacterium animalis subsp. lactis Bl-04 is upregulated during growth on maltose and maltotriose	21423604;23663691
Maltose and starch utilization	MalG	NA	Maltose and maltooligosaccharide ABC transporter permease component 2 (TC 3.A.1.1)	no	Mal;MOS;ST;RST;PUL	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Transports maltose and maltooligosaccharides	MalR1	fig|391904.5.peg.2454	Blon_2441	characterized_bifido	Gene in Bifidobacterium animalis subsp. lactis Bl-04 is upregulated during growth on maltose and maltotriose	21423604;23663691
Maltose and starch utilization	MalR1	NA	Transcriptional regulator of maltooligosaccharide utilization MalR1 (LacI family)	no	Mal;MOS;ST;RST;PUL	regulator	LacI	NA	Regulates the expression of genes involved in maltose and maltooligosaccharide utilization. Global regulator of central carbohydrate metabolism genes in B. breve UCC2003	MalR1	fig|391904.5.peg.2456	Blon_2443	characterized_bifido	Biochemically characterized (Bifidobacterium breve UCC2003)	26903998;31780796
Maltose and starch utilization	Agl13C	Agl4 	Alpha-1,4-glucosidase (GH13_44)	no	Mal;MOS;ST;RST;PUL	CAZyme	GH13_44	intracellular	Releases terminal alpha-1,4-linked glucopyranosyl (D-Glcp) residues from maltose, maltotriose, maltotetraose, and maltopentaose	MalR3	fig|1680.4.peg.1498	BADO_1447	characterized_bifido	Biochemically characterized (Gardnerella leopoldii NR017)	34124938
Maltose and starch utilization	PulA	NA	Pullulanase (GH13_14)	no	Glycogen metabolism	CAZyme	GH13_14;CBM48	intracellular	Predicted to cleave alpha-1,6-glycosidic linkages in pullulan, amylopectin, and glycogen	MalR3	fig|1680.4.peg.1502	BADO_1451	homology_with_characterized	39% amino acid sequence identity with characterized pullulanase type I from Paenibacillus barengoltzii. Gene in Bifidobacterium adolescentis 22L is upregulated during growth on starch	26763762;25063659
Maltose and starch utilization	MalQ	MalQ1	4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25)	no	Glycogen metabolism	CAZyme	GH77;EC 2.4.1.25	intracellular	Predicted to transfer a segment of alpha-1,4-glucan to a new position in an acceptor, which may be glucose or another alpha-1,4-glucan	MalR3	fig|1680.4.peg.1497	BADO_1446	homology_with_characterized	39% amino acid sequence identity with characterized 4-alpha-glucanotransferase from Corynebacterium glutamicum	29885290
Maltose and starch utilization	MalE3	MalE1	Putative maltose and maltooligosaccharide ABC transporter substrate-binding component (TC 3.A.1.1)	no	Mal;MOS;ST;RST;PUL	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport maltose and maltooligosaccharides	MalR3	fig|326426.4.peg.130	Bbr_0118	homology_with_characterized	43% amino acid sequence identity with characterized maltotriose-binding protein from Eubacterium rectale	25388295
Maltose and starch utilization	MalF3	MalF1	Putative maltose and maltooligosaccharide ABC transporter permease component 1 (TC 3.A.1.1)	no	Mal;MOS;ST;RST;PUL	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport maltose and maltooligosaccharides	MalR3	fig|326426.4.peg.131	Bbr_0119	predicted_previously	Function was suggested previously in the literature	31780796
Maltose and starch utilization	MalG3	MalG1	Putative maltose and maltooligosaccharide ABC transporter permease component 2 (TC 3.A.1.1)	no	Mal;MOS;ST;RST;PUL	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport maltose and maltooligosaccharides	MalR3	fig|326426.4.peg.132	Bbr_0120	predicted_previously	Function was suggested previously in the literature	31780796
Maltose and starch utilization	MalR3	NA	Putative transcriptional regulator of maltooligosaccharide utilization MalR3 (LacI family)	no	Mal;MOS;ST;RST;PUL	regulator	LacI	NA	Predicted to regulate the expression of genes involved in maltose, maltooligosaccharide, glycogen and starch metabolism	MalR3	fig|326426.4.peg.134	Bbr_0122	predicted_previously	Function was suggested previously in the literature	26903998
Maltose and starch utilization	MalQ2	NA	4-alpha-glucanotransferase (amylomaltase)-2 (EC 2.4.1.25)	no	Glycogen metabolism	CAZyme	GH77;EC 2.4.1.25	intracellular	Predicted to transfer a segment of alpha-1,4-glucan to a new position in an acceptor, which may be glucose or another alpha-1,4-glucan	NA	fig|326426.4.peg.1769	Bbr_1650	homology_with_characterized	39% amino acid sequence identity with characterized 4-alpha-glucanotransferase from Corynebacterium glutamicum	29885290
Maltose and starch utilization	GlgX	NA	Putative glycogen debranching enzyme (GH13_11)	no	Glycogen metabolism	CAZyme	GH13_11;CBM48	intracellular	Predicted to remove maltotriose and maltotetraose chains that are attached by a(1-6) glycosidic bond to the limit dextrin main chain, generating a debranched limit dextrin	NA	fig|206672.9.peg.684	BL0982	homology_with_characterized	46% amino acid sequence identity with characterized Limit dextrin alpha-1,6-maltotetraose-hydrolase from Escherichia coli	20187119
Maltose and starch utilization	GlgX2	NA	Putative glycogen debranching enzyme-2 (GH13_11)	no	Glycogen metabolism	CAZyme	GH13_11	intracellular	Predicted to remove maltotriose and maltotetraose chains that are attached by a(1-6) glycosidic bond to the limit dextrin main chain, generating a debranched limit dextrin	NA OR MtlR	fig|326426.4.peg.1766	Bbr_1647	homology_with_characterized	41% amino acid sequence identity with characterized glycogen debranching protein GlgX from Saccharolobus solfataricus	18703518
Maltose and starch utilization	GlgB	NA	1,4-alpha-glucan (glycogen) branching enzyme (GH13_9)	no	Glycogen metabolism	CAZyme	GH13_9;CBM48	intracellular	Predicted to catalyze the formation of the alpha-1,6-glucosidic linkages in glycogen by scission of a 1,4-alpha-linked oligosaccharide from growing alpha-1,4-glucan chains and the subsequent attachment of the oligosaccharide to the alpha-1,6 position	NA	fig|401473.3.peg.856	BDP_0893	homology_with_characterized	54% amino acid sequence identity with characterized 1,4-alpha-glucan branching enzyme GlgB from Mycolicibacterium smegmatis	20305657
Maltose and starch utilization	GlgP	NA	Glycogen phosphorylase (EC 2.4.1.1)	no	Glycogen metabolism	CAZyme	GT35;EC 2.4.1.1	intracellular	Predicted to catalyze the phosphorolysis of alpha-1,4-glucosidic linkages in glycogen	MalR1 OR MalR3	fig|1680.4.peg.21	BADO_0020	homology_with_characterized	46% amino acid sequence identity with characterized glycogen phosphorylase from Escherichia coli. Gene in Bifidobacterium adolescentis 22L is upregulated during growth on starch	16816199;25063659
Maltose and starch utilization	GlgE	NA	Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase (EC 2.4.99.16)	no	Glycogen metabolism	CAZyme	GH13_3	intracellular	Predicted to use maltose 1-phosphate as the sugar donor to elongate linear or branched alpha-1-4-glucans	NA	fig|1679.9.peg.232	B8809_0213	homology_with_characterized	47% amino acid sequence identity with characterized alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase 1 from Streptomyces coelicolor	21914799
Maltose and starch utilization	Amy13A	BiLA	Cytoplasmic alpha-amylase (GH13_20)	no	Glycogen metabolism	CAZyme	GH13_20	intracellular	Releases maltooligosaccharides (DP1-4) from amylose, amylopectin, starch, glycogen, pullulan, and maltooligosaccharides. Does not completely hydrolyze maltooligosaccharides with DP<4	NA	fig|565042.3.peg.737	BLLJ_0710	characterized_bifido	Biochemically characterized (Bifidobacterium longum KCTC 3127)	26979859
Maltose and starch utilization	Amy13B	NA	Putative extracellular alpha-amylase (GH13_32)	no	ST	CAZyme	GH13_32	extracellular	Predicted to cleave internal alpha-1,4-glycosidic bonds in starch, amylose, amylopectin, and glycogen	NA	fig|367928.6.peg.764	BAD_0707	homology_with_characterized	48% amino acid sequence identity with the N-terminal (amylase) domain of ApuB from Bifidobacterium breve UCC2003	18689518
Maltose and starch utilization	Amy13C	NA	Putative extracellular alpha-amylase (GH13_5)	no	MOS	CAZyme	GH13_5	extracellular	Predicted to cleave internal alpha-1,4-glycosidic bonds in maltodextrin	NA	fig|1167629.6.peg.993	BLAC_04810	homology_with_characterized	42% amino acid sequence identity with characterized alpha-amylase from Nostoc sp. PCC 7119	19756583
Maltose and starch utilization	Amy13D	NA	Putative extracellular alpha-amylase with CBM41 domain (GH13_32)	no	ST	CAZyme	GH13_32;CBM41	extracellular	Predicted to cleave internal alpha-1,4-glycosidic bonds in starch, amylose, amylopectin, and glycogen	NA	fig|1680.37.peg.1417	AL0124_1379	predicted_new	NA	NA
Maltose and starch utilization	ApuB	PulP	Extracellular amylopullulanase (GH13_14_32)	no	ST;PUL	CAZyme	GH13_14;GH13_32;CBM25;CBM41	extracellular	Bifunctional enzyme. The N-terminal GH13_32 (amylase) domain releases maltooligosaccharides, preferentially maltotriose, from starch, amylopectin, and glycogen by cleaving internal alpha-1,4-glycosidic bonds. The C-terminal GH13_14 (pullulanase) domain releases maltotriose from pullulan by cleaving alpha-1,6-glycosidic bonds	MalR3	fig|326426.4.peg.135;fig|1680.178.peg.866	Bbr_0123;CV760_04245	characterized_bifido	Biochemically characterized (Bifidobacterium breve UCC2003, Bifidobacterium adolescentis P2P3). Knockout of the gene abolishes the growth of Bifidobacterium breve UCC2003 on starch, amylopectin, glycogen, and pullulan. Gene in Bifidobacterium adolescentis 22L is upregulated during growth on starch	18689518;25063659;34740684
Maltose and starch utilization	RSD1	Amy2	Extracellular RS-degrading alpha-amylase-1 (GH13_28)	no	ST;RST	CAZyme	GH13_28;CBM20/CBM25;CBM26	extracellular	Releases glucose (D-Glcp), maltose, and maltotriose from amylose, amylopectin, maltodextrin, y-cyclodextrin, glycogen, and soluble starch by cleaving internal alpha-1,4-glycosidic bonds. Degrades resistant high-amylose corn starch granules	NA	fig|1680.178.peg.1611;fig|547043.16.peg.1422	CV760_07855;BPSE_1325	characterized_bifido	Biochemically characterized (Bifidobacterium adolescentis P2P3, Bifidobacterium pseudocatenulatum MM0196). Genes in Bifidobacterium adolescentis 22L and Bifidobacterium pseudocatenulatum MM0196 are upregulated during growth on starch	32479932;39081887;25063659
